radius_bin,insol_bin,st_Teff_bin,Source Pipeline,Full TOI ID,Planet Radius Value,Orbital Period Value,Effective Temperature Value,Effective Stellar Flux Value,Planet Equilibrium Temperature (K) Value,mass_flag,V mag,K_amp,TSM,t_HIRES,X,TIC,TSM_Vmag_priority,X_priority,vip_rank
4,5,3,spoc,1413.01,3.718569,6.116688,5427.0,149.079483,891.198032,0.0,10.849,4.8729164162992555,79.11948171679315,5441.667503042633,0.014539565615237348,119700084.0,1.0,1.0,
4,5,3,spoc,2016.01,3.264354,6.817513000000001,5175.0,99.17384200000001,804.857573,0.0,11.162,3.9306298544493226,60.41448749653302,11157.981302817645,0.005414463947997205,219508169.0,2.0,3.0,
4,5,3,,TOI-125 c,2.759,9.15059,5320.0,77.59,,1.0,,2.2453396510861867,59.47563670370234,,,,,,
4,5,3,spoc,1631.01,3.677997,7.626094999999999,5473.0,129.4418,860.2771449999999,0.0,11.458,4.403553514545077,58.27571653911609,11676.24957275004,0.004990961881726098,29054413.0,,4.0,
4,5,3,,Kepler-94 b,3.51,2.50806,4781.0,216.09400000000002,,1.0,,5.881803066767312,56.196681350913316,,,,,,
4,5,3,,TOI-125 b,2.7260000000000004,4.65382,5320.0,185.0,,1.0,,4.030620979075788,49.3732698235579,,,,,,
4,5,3,spoc,1804.01,3.008378,4.926312,5428.81,282.47934300000003,1045.6020429999999,0.0,10.634,3.650389104735886,47.58258623947133,7954.8428991449855,0.005981587171832856,148679712.0,,2.0,
4,5,3,spoc,462.01,2.807559,4.106841999999999,5205.0,238.54239700000002,1002.330958,0.0,11.658,3.6030133349126063,43.82483255673037,20969.022576334177,0.0020899797497567416,420049884.0,,,
4,5,3,spoc,2092.01,3.189379,4.303042,5468.73,340.475833,1095.5730039999999,0.0,11.295,4.188022557242216,43.65333200601486,11109.433198120052,0.003929393266742169,393965778.0,,5.0,
4,5,3,spoc,1246.02,2.9199319999999997,4.307437,5141.0,196.47640900000002,954.876824,0.0,11.632,3.842847388253075,42.626336232551076,17997.146464363806,0.0023685052692634127,230127302.0,,,
4,5,3,spoc,1246.03,2.7732509999999997,5.9041440000000005,5141.0,129.040606,859.609781,0.0,11.632,3.169239676561008,35.88668782316085,26460.60425610665,0.0013562308508082849,230127302.0,,,
4,5,3,,Kepler-20 c,3.047,10.85409089,5495.0,77.023,,1.0,,3.817219617188876,14.6340094208555,,,,,,
4,5,3,,K2-105 b,3.37,8.267704,5464.0,104.13447876669628,,1.0,,9.5679743468541,13.678231039892326,,,,,,
4,5,3,,EPIC 249893012 c,3.67,15.624,5430.0,160.0,,1.0,,3.6387902427607752,12.965576750767735,,,,,,
4,5,3,,Kepler-305 b,3.6,5.487,5100.0,112.914,,1.0,,4.249934260945455,11.715117767798608,,,,,,
4,5,4,spoc,1339.01,3.23381,8.880251,5555.7,99.074489,804.655919,0.0,8.97,3.370557926619539,130.8156801275466,2015.1451586999162,0.06491625655987145,269701147.0,2.0,1.0,
4,5,4,spoc,509.01,2.9363,9.059881535,5560.26,135.5821,948.478,0.0,8.58,2.7690196222898686,115.82370582276435,2084.7686111674047,0.055557103652815805,453211454.0,1.0,2.0,
4,5,4,spoc,1136.02,3.00227,6.256742,5729.0,210.125477,971.045159,0.0,9.534,3.1762260361718453,87.25756807056337,3814.934829994643,0.022872623507093015,142276270.0,3.0,3.0,
4,5,4,spoc,1723.01,3.668968,13.726345000000002,5777.0,91.488656,788.790301,0.0,9.664,3.423893161383662,71.00956926214138,3700.577612186842,0.019188779888926193,71431780.0,,4.0,
4,5,4,spoc,1687.01,3.6604330000000003,10.259582,5734.0,106.74758899999999,819.802557,0.0,10.507,3.7847525192797202,63.68573987980487,6583.168219475018,0.00967402590312109,103448870.0,,5.0,
4,5,4,spoc,1716.01,2.7416669999999996,8.088417,5878.6,251.439553,1015.61276,0.0,9.406,2.4491829800738083,52.7093976365114,5702.528450450985,0.00924316258910429,14336130.0,,,
4,5,4,spoc,2268.01,3.126306,7.156602,5910.35,253.75285099999996,1017.940707,0.0,10.581,3.1597491174389942,40.61279758471639,10111.247098239533,0.004016596290262501,20203297.0,,,
4,5,4,spoc,1873.03,2.896515,7.00957,5699.0,171.766399,923.3243779999999,0.0,11.215,2.901238223277687,35.70859841501142,21505.183123571554,0.001660464745165164,328933398.0,,,
4,5,4,spoc,2292.01,2.7962580000000004,7.077142,5781.0,186.21135800000002,942.1526880000001,0.0,11.576,2.6872929811702626,31.777421769668567,34952.63248813173,0.0009091567503666194,236934268.0,,,
4,5,4,spoc,2300.01,2.708669,4.856174,5607.0,179.303014,933.290074,0.0,12.518,2.972948939261571,31.453433261018404,68004.08880022763,0.0004625226779145244,280031353.0,,,
4,5,4,spoc,2071.01,2.732696,5.67395,5873.3,265.301447,1029.330056,0.0,11.541,2.736293786410422,29.820188544678967,32642.580042770518,0.0009135365067836714,198360694.0,,,
4,5,4,,WASP-47 d,3.576,9.03077,5552.0,190.0,,1.0,,3.9257682598272776,25.268530655959285,,,,,,
4,5,4,,Kepler-103 b,3.37,15.9654,5845.0,150.536,,1.0,,2.329939539346694,13.305814119874194,,,,,,
4,5,4,,Kepler-95 b,3.42,11.5231,5699.0,178.832,,1.0,,3.5025815486503444,11.56799986952149,,,,,,
4,5,5,spoc,469.01,3.685246,13.632935,6114.0,89.071512,783.527882,0.0,9.49,3.216821398749017,104.23987215042015,3571.5441908227194,0.029186219344078192,33692729.0,1.0,1.0,
4,5,5,spoc,1404.01,3.259938,6.869728,6051.5,244.61358700000002,1008.648608,0.0,11.202,3.267882137420479,35.632701940651025,16748.547809230877,0.0021275099397580154,352239069.0,2.0,2.0,
4,6,2,,K2-266 b,3.3,0.658524,4285.0,879.5,,1.0,,10.625119456424818,150.56384316155246,,,,1.0,1.0,
4,6,3,spoc,1410.01,2.943638,1.216835,4634.6,565.541505,1243.757952,0.0,11.111,6.752780605842531,117.90818926749516,3606.9875749552907,0.03268882601264759,199444169.0,1.0,1.0,
4,6,3,spoc,2016.02,2.971602,2.458967,5175.0,386.273419,1130.689751,0.0,11.162,4.706687244200173,75.11331528139822,7781.785306218264,0.009652452788870532,219508169.0,2.0,2.0,
4,6,3,,TOI-824 b,2.926,1.392978,4600.0,412.0,,1.0,,13.309443022073133,67.49942270985959,,,,3.0,5.0,
4,6,3,,TOI-132 b,3.42,2.1097019,5397.0,860.0,,1.0,,11.417657590893713,36.570454466211466,,,,,4.0,
4,6,3,,NGTS-4 b,3.18,1.3373508,5143.0,950.8873302649183,,1.0,,14.509811861853509,21.121923613645933,,,,,3.0,
4,6,4,spoc,1797.01,3.213549,3.645428,5922.0,535.519147,1226.9122439999999,0.0,9.182,4.13258563120389,118.4136733302651,1629.5444202687888,0.07266673547366882,368435330.0,1.0,1.0,
4,6,4,spoc,1681.01,3.26185,1.5375590000000001,5672.5,1160.699357,1488.674282,0.0,10.97,5.910641208777345,86.45972528851028,4134.668843725678,0.02091091900133964,321041369.0,2.0,2.0,
4,6,5,spoc,554.01,3.4115919999999997,7.048602000000001,6337.87,416.68239700000004,1152.31453,0.0,6.911339999999999,1.733525460205819,107.53478417053556,1143.8931971682937,0.09400771368930054,407966340.0,1.0,1.0,
4,6,5,spoc,1778.01,2.829971,6.515951,6023.0,414.067919,1150.502709,0.0,8.99,2.6781290994788716,64.38338267635993,3251.2241292803706,0.019802812761053976,39699648.0,2.0,2.0,
4,6,5,spoc,1686.01,3.7172410000000005,6.702137,6141.0,505.62712999999997,1209.4205439999998,0.0,10.411,4.11096243269113,41.10652596327926,5107.670938272377,0.008047998091510408,102672709.0,3.0,3.0,
4,6,5,,Kepler-25 b,2.748,6.238297,6270.0,542.96,,1.0,,2.695978636190586,25.481167346672745,,,,,4.0,
4,7,3,,TOI-849 b,3.444,0.76552414,5373.8,2478.4121001939725,,1.0,,28.73037260705563,21.175667956395426,,,,1.0,1.0,
5,2,4,spoc,2299.01,3.773171,165.001773,5780.0,1.856118,297.694743,0.0,13.23,2.108447704293915,92.00978517752546,260485.9232293278,0.0003532236369507056,362220495.0,1.0,1.0,
5,3,1,spoc,1448.01,3.790708,8.113675,3391.0,5.3486080000000005,387.864419,0.0,15.678,8.553197701698402,70.26491662890861,150887.37566049938,0.0004656779026166281,343628284.0,1.0,1.0,
5,3,2,spoc,2099.01,4.313055,19.509289000000003,4316.0,10.202253,455.820415,0.0,12.224,5.357295126179472,48.82777123944285,15974.187684563001,0.003056666930652669,230386397.0,1.0,1.0,
5,3,3,spoc,2076.02,4.304942,33.689695,5149.6,9.983073,453.352284,0.0,9.139,3.7523014054205013,133.052631825901,1899.8289189974364,0.07003400700738598,27491137.0,1.0,1.0,
5,3,3,,HD 95338 b,3.89,55.086999999999996,5212.0,7.42,,1.0,,8.0901664474053,40.52440294088015,,,,2.0,2.0,
5,3,4,spoc,2253.01,4.4208050000000005,85.42448,5697.0,10.917667999999999,463.60938799999997,0.0,10.497,2.5974729963432854,22.347481782858377,13848.662891828226,0.0016136923800813368,367855829.0,1.0,1.0,
5,4,1,spoc,1796.01,3.764061,2.643973,3456.0,29.430907,594.0468030000001,0.0,10.67,11.360832563926134,747.8383613284109,848.9646512964821,0.8808828025835493,138819293.0,1.0,1.0,
5,4,1,spoc,1256.01,4.087988,1.033244,2972.0,16.777879000000002,516.183377,0.0,17.2,39.29431122952785,565.7679116664889,29043.607896627273,0.019479945937852627,274762761.0,2.0,2.0,
5,4,1,,GJ 436 b,4.17,2.64388312,3479.0,32.86125607969404,,1.0,,16.93675225380751,495.79800342502097,,,,3.0,,
5,4,1,,GJ 3470 b,4.57,3.3366496,3600.0,36.002370463267994,,1.0,,8.98599026383986,310.40213575289005,,,,,5.0,
5,4,1,spoc,516.01,4.183797,1.04855,3109.0,26.919249,580.945626,0.0,17.2,33.22601157694407,269.94137910142825,40621.27045502681,0.00664532093845488,318937509.0,,3.0,
5,4,1,spoc,543.01,3.7472019999999997,0.5308930000000001,3085.0,61.427191,714.019239,0.0,18.17,35.964695933049605,220.25290670801888,84714.38073500697,0.0025999470786074296,53593457.0,,4.0,
5,4,2,spoc,1728.01,4.699432,3.491567,3907.0,57.019625,700.851229,0.0,12.39,11.653890178496896,134.91522488765924,3933.3997323738463,0.034299901883157076,285048486.0,1.0,1.0,
5,4,2,,TOI-1728 b,5.05,3.49151,3980.0,57.78,,1.0,,15.0700405868943,129.77888484839877,,,,2.0,5.0,
5,4,2,,LP 714-47 b,4.7,4.052037,3950.0,42.21993058072445,,1.0,,17.593088677723014,103.34744746102757,,,,3.0,4.0,
5,4,2,spoc,493.01,3.8397120000000005,5.947773000000001,4383.0,52.631891,686.960858,0.0,12.553,6.43093615421904,63.611352157064324,15009.337742818576,0.004238118513090296,19025965.0,,2.0,
5,4,2,spoc,2288.01,4.079063,8.917669,4066.0,17.106417,518.691958,0.0,14.059,6.54900936118885,38.227279095522036,57937.36023130062,0.0006598036041495341,462615350.0,,3.0,
5,4,3,,TOI-421 c,5.09,16.068189999999998,5325.0,34.32,,1.0,,4.645388779701347,166.0594958397489,,,,3.0,,
5,4,3,spoc,2123.01,4.244428,10.316187,5432.0,66.728461,728.949641,0.0,10.237,5.107955943199322,99.55868484214545,2818.4844344418325,0.035323482232344446,105840719.0,1.0,1.0,
5,4,3,spoc,561.01,3.7727760000000004,10.781327000000001,5391.0,66.330454,727.860233,0.0,10.252,4.159027891252227,87.14310034642385,4310.486214901533,0.020216536140439674,377064495.0,2.0,2.0,
5,4,3,spoc,1239.01,4.454297,12.639588,5217.0,39.656858,640.028517,0.0,11.628,5.420160868402651,63.06452970618016,9013.336255569206,0.006996802062855864,154716798.0,,3.0,
5,4,3,spoc,1803.01,4.026665,12.891153,4868.61,24.094820000000002,565.067942,0.0,11.871,4.891033180651729,55.87028619430345,13845.502043743381,0.00403526618376042,144401492.0,,4.0,
5,4,3,spoc,2439.01,5.051034,14.361479000000001,5283.0,50.258209,679.080877,0.0,12.259,6.398167752293996,43.012480852621,11566.41261475169,0.003718739965904666,274194927.0,,5.0,
5,4,3,,Kepler-411 c,4.421,7.834435000000001,4832.69,60.59443409717361,,1.0,,9.343416634844743,32.387065698635226,,,,,,
5,4,4,spoc,1449.01,4.756218,24.71039,5780.0,18.781017000000002,530.9449900000001,0.0,12.52,6.352528198627286,120.63056309986764,14921.645674447987,0.008084266690934561,356158613.0,3.0,3.0,
5,4,4,spoc,1136.03,4.037326999999999,26.321864,5729.0,30.940040000000003,601.519853,0.0,9.534,3.255495070185569,71.37382048505343,3631.4146572629597,0.019654549871440108,142276270.0,1.0,1.0,
5,4,4,spoc,1275.01,4.291723,11.324682000000001,5518.0,59.170609999999996,707.369388,0.0,11.234000000000002,4.979583861394161,62.72412023051592,7428.888237463814,0.008443271486330723,13499636.0,2.0,2.0,
5,4,4,,Kepler-1656 b,5.02,31.578659000000002,5731.0,30.039748964581232,,1.0,,9.657485736599133,15.795998809641913,,,,,5.0,
5,4,4,,K2-10 b,3.84,19.3044,5620.0,54.1,,1.0,,6.816115805074492,12.43915161250866,,,,,4.0,
5,4,5,spoc,1762.01,3.921671,24.149898999999998,6156.0,38.922973,637.046673,0.0,11.344,2.92528363064491,41.82051354054301,23821.766552773992,0.0017555588687302077,435680451.0,1.0,1.0,
5,5,3,,HAT-P-11 b,4.36,4.88780244,4780.0,100.77,,1.0,,11.59747550418559,192.60432348577743,,,,2.0,5.0,
5,5,3,spoc,1718.01,4.042342,5.586947,5378.0,182.580139,937.525594,0.0,8.96,5.858789364051732,174.40792773168545,660.8367052524661,0.263919855458172,257241363.0,1.0,1.0,
5,5,3,,K2-32 b,4.96,8.991828,5415.0,77.7,,1.0,,5.620645096162379,84.40661288967537,,,,3.0,,
5,5,3,spoc,1424.01,4.012561,4.897647,4528.99,95.044646,796.345745,0.0,11.308,7.2264674687157076,80.24217947789242,3776.224645175408,0.021249313009068908,418959198.0,,2.0,
5,5,3,spoc,1272.01,4.289363,3.3159970000000003,4972.7,217.52158300000002,979.4794710000001,0.0,11.758,8.322015336576463,78.39173117043164,4309.758179521729,0.018189357245823726,417948359.0,,3.0,
5,5,3,spoc,1472.01,4.3075980000000005,6.364103,5103.0,110.004112,825.984655,0.0,11.302,6.5903840117276085,71.84524527554501,4515.319480851542,0.0159114422756185,306955329.0,,4.0,
5,5,3,,K2-19 c,4.86,11.90715,5430.0,73.1,,1.0,,4.681550733907171,41.40781661694186,,,,,,
5,5,3,,K2-27 b,4.48,6.7713149999999995,5248.0,116.0,,1.0,,11.480791299101567,22.88978740703289,,,,,,
5,5,4,,HD 219666 b,4.71,6.03607,5527.0,223.10386235481067,,1.0,,6.174218069131017,142.7711513645683,,,,3.0,5.0,
5,5,4,spoc,1471.01,4.282738,20.772024,5625.56,81.617867,766.595136,0.0,9.2,3.96921728454939,102.62148825873498,1795.974551122871,0.057139722940157726,306263608.0,1.0,1.0,
5,5,4,spoc,2181.01,4.9799690000000005,8.383866000000001,5574.0,111.943929,829.6021820000001,0.0,12.779000000000002,7.002336614685812,34.908286198866335,15589.204628043371,0.0022392602465471476,233068569.0,2.0,2.0,
5,5,4,,CoRoT-22 b,4.88,9.755980000000001,5939.0,170.52145697880766,,1.0,,3.4323501875739133,27.916964677071885,,,,,4.0,
5,5,4,spoc,1439.01,4.055075,27.643024,5873.0,84.302214,772.822033,0.0,10.55,3.1573244483717615,20.905849514454317,9841.731242629123,0.0021242044716585375,232982558.0,,3.0,
5,5,5,spoc,1415.01,4.783583,14.419357999999999,6383.0,186.899216,943.0215539999999,0.0,8.86,4.598778311377298,83.1499479683019,978.19396082051,0.08500353845831929,148782377.0,1.0,1.0,
5,5,5,,HD 106315 c,4.35,21.05704,6327.0,83.0,,1.0,,3.329231530322456,77.87625526219799,,,,3.0,5.0,
5,5,5,spoc,1722.01,4.431151,9.606666,6137.0,175.792796,928.6883939999999,0.0,10.025,4.8840087775977565,74.88226049103216,2536.045579048008,0.029527174554623652,85242435.0,2.0,3.0,
5,5,5,spoc,1258.01,4.349677,10.261267,6124.0,297.674139,1059.387944,0.0,9.634,4.677662987894855,53.945223200464184,1928.6439903578018,0.02797054483365604,288132261.0,,4.0,
5,5,5,spoc,2272.01,5.151994999999999,32.823682,6258.0,206.96421899999999,967.3721199999999,0.0,8.664,4.093041585305418,31.000056312204308,1030.902545580204,0.03007079228304467,265460043.0,,2.0,
5,5,5,,KOI-94 c,4.32,10.423648,6182.0,268.219,,1.0,,3.880567332361326,16.941438426345517,,,,,,
5,6,3,spoc,1179.01,4.955913,1.2615239999999999,4927.9,708.171641,1315.69245,0.0,10.879,14.844672947156907,209.4532932894839,602.7936360057619,0.3474709764312804,148914726.0,1.0,1.0,
5,6,4,spoc,1622.01,4.606829,1.714019,5932.2,1384.314474,1555.7092699999998,0.0,9.92,9.659885306270771,172.86978194617453,588.5264503323887,0.29373324146865604,388076005.0,1.0,1.0,
5,6,4,spoc,669.01,3.8422419999999997,3.9486779999999997,5581.9,641.234094,1283.435066,0.0,10.606,7.619698469818915,66.39005324059086,1779.2392685054413,0.03731372975842559,124573851.0,3.0,3.0,
5,6,4,spoc,1592.01,4.821769000000001,5.631807,5669.9,474.491912,1190.356241,0.0,10.337,7.423241758823291,60.9874525597147,1463.2640964138218,0.041679046666410514,186599508.0,2.0,2.0,
5,6,4,spoc,1253.01,4.540067,4.675643,5779.0,636.9417900000001,1281.281884,0.0,10.668,2.220753565144498,40.712552263308574,22177.326496410835,0.0018357736794783388,233684822.0,,5.0,
5,6,4,spoc,2437.01,4.106255,5.1660129999999995,5927.0,381.06170499999996,1126.856402,0.0,11.599,5.582081227416299,36.41903991979662,8274.040123231154,0.00440160301102992,251094370.0,,4.0,
5,6,4,,Kepler-4 b,4.002,3.21346,5857.0,1245.431,,1.0,,9.304416180776602,13.071986796649576,,,,,,
5,6,5,spoc,1288.01,4.721018,2.69983,6180.0,691.875275,1308.057099,0.0,10.445,8.276751081362704,146.45879144196365,1300.1400532524628,0.11264847281304709,365733349.0,1.0,1.0,
5,7,3,,LTT 9779 b,4.72,0.7920520000000001,5443.0,3014.4458995198524,,1.0,,24.164033807509327,192.9524061032989,,,,2.0,2.0,
5,7,3,spoc,1713.01,4.65369,0.5572010000000001,5097.6,3415.825831,1949.816221,0.0,11.436,16.906352233414328,156.07759829536954,776.2651697459522,0.20106221994534285,15863518.0,1.0,1.0,
5,7,5,spoc,1598.01,3.7806919999999997,1.103694,6011.0,8050.412440000001,2415.874013,0.0,9.145001,7.5956544516168165,103.36093441099159,466.2082213546713,0.22170551628337545,67418624.0,1.0,1.0,
6,2,4,,Kepler-47 d,7.04,187.36599999999999,5636.0,2.0019050047873117,,1.0,,2.188013241427796,12.712943874939569,,,,1.0,1.0,
6,3,1,spoc,529.01,6.982289999999999,1.665878,3021.0,10.912114,463.550412,0.0,17.42,79.0734096786934,564.9789530623226,8783.123590174473,0.0643255155482902,438490744.0,3.0,1.0,
6,3,1,spoc,1646.01,6.934714,3.623909,3514.0,4.616839,373.857364,0.0,15.263,29.332841476313693,163.4051671115231,8753.901505685028,0.018666553079835686,387527558.0,2.0,2.0,
6,3,1,spoc,526.01,6.21451,7.699087,3617.0,8.721305000000001,438.293584,0.0,14.307,17.034720544572075,133.40249843156266,10760.6845331363,0.012397213023090202,200593988.0,1.0,3.0,
6,3,3,,Kepler-396 c,5.3,88.505,5384.0,5.244,,1.0,,2.625829096970698,23.210502344773275,,,,1.0,1.0,
6,3,4,spoc,2295.01,5.18009,100.11479399999999,5660.0,11.129472,465.84172800000005,0.0,9.595,3.236213903488554,33.71995553483938,3887.18748174583,0.008674640905072818,48018596.0,1.0,1.0,
6,3,4,,Kepler-82 c,5.34,51.54,5529.0,8.035,,1.0,,2.547942274016,12.860909669439375,,,,2.0,2.0,
6,3,5,,TOI-1338 b,6.85,95.17399999999999,6050.0,11.77751712974082,,1.0,,4.267819603109853,21.098492923740803,,,,1.0,1.0,
6,4,1,spoc,538.01,5.984065,1.6699650000000001,3411.0,37.793008,632.371973,0.0,16.54,33.061189730910804,145.93314483230202,22339.475403014054,0.006532523356059321,237751146.0,2.0,1.0,
6,4,1,spoc,737.01,6.320436,1.732017,3394.0,34.180732,616.68742,0.0,17.26,36.62870197975296,120.49109862627127,35323.755393331485,0.003411050079035988,219189765.0,3.0,2.0,
6,4,1,spoc,1234.01,5.193676,2.264539,3443.0,34.18739,616.717448,0.0,16.27,21.089586536974632,99.75162641064023,42812.81609519466,0.002329947793876526,90504905.0,1.0,3.0,
6,4,2,spoc,1412.01,6.824999000000001,4.731974,4223.45,53.912502,691.101955,0.0,12.343,18.932282534167097,175.42636413907067,1427.262884391831,0.12291103906469295,116483734.0,1.0,1.0,
6,4,3,,Kepler-18 d,6.98,14.85888,5345.0,51.922,,1.0,,4.360984240177498,56.039804100271596,,,,2.0,2.0,
6,4,3,spoc,2425.01,5.634717,50.693084999999996,5216.0,29.600272999999998,594.899604,0.0,11.95,5.079795144866602,44.08434989315557,13804.399805384448,0.0031934999358653997,248387177.0,1.0,1.0,
6,4,4,spoc,2300.02,6.8365979999999995,15.429723000000001,5607.0,38.385665,634.836687,0.0,12.518,9.758336743203582,65.06539348826529,6311.874056931935,0.01030841124226933,280031353.0,1.0,1.0,
6,4,4,,K2-24 b,5.4,20.889770000000002,5625.0,60.1,,1.0,,4.2244520032872925,62.81397834748086,,,,2.0,2.0,
6,4,5,,KOI-94 e,6.56,54.32031,6182.0,29.7,,1.0,,5.0217817624247445,15.250577132866631,,,,1.0,1.0,
